click_id,date,campaign_id,campaign_name,channel
pin__1016,2025-01-21,pin_aware,Pinterest Awareness,pinterest
pin__1017,2025-01-21,pin_aware,Pinterest Awareness,pinterest
pin__1018,2025-01-21,pin_aware,Pinterest Awareness,pinterest
pin__1019,2025-01-21,pin_aware,Pinterest Awareness,pinterest
pin__1020,2025-01-21,pin_aware,Pinterest Awareness,pinterest
pin__1021,2025-01-21,pin_conv,Pinterest Conversions,pinterest
pin__1022,2025-01-21,pin_conv,Pinterest Conversions,pinterest
pin__1023,2025-01-21,pin_conv,Pinterest Conversions,pinterest
pin__1024,2025-01-21,pin_conv,Pinterest Conversions,pinterest
pin__1025,2025-01-21,pin_conv,Pinterest Conversions,pinterest
pin__1026,2025-01-21,pin_conv,Pinterest Conversions,pinterest
pin__1027,2025-01-21,pin_conv,Pinterest Conversions,pinterest
pin__1028,2025-01-21,pin_conv,Pinterest Conversions,pinterest
fbclid_1029,2025-01-22,meta_br,Brand Awareness,meta
fbclid_1030,2025-01-22,meta_br,Brand Awareness,meta
fbclid_1031,2025-01-22,meta_br,Brand Awareness,meta
fbclid_1032,2025-01-22,meta_br,Brand Awareness,meta
fbclid_1033,2025-01-22,meta_br,Brand Awareness,meta
fbclid_1034,2025-01-22,meta_conv,Conversion - Purchase,meta
fbclid_1035,2025-01-22,meta_conv,Conversion - Purchase,meta
fbclid_1036,2025-01-22,meta_conv,Conversion - Purchase,meta
fbclid_1037,2025-01-22,meta_conv,Conversion - Purchase,meta
fbclid_1038,2025-01-22,meta_conv,Conversion - Purchase,meta
fbclid_1039,2025-01-22,meta_conv,Conversion - Purchase,meta
fbclid_1040,2025-01-22,meta_conv,Conversion - Purchase,meta
fbclid_1041,2025-01-22,meta_conv,Conversion - Purchase,meta
fbclid_1042,2025-01-22,meta_ret,Retargeting - Cart,meta
fbclid_1043,2025-01-22,meta_ret,Retargeting - Cart,meta
fbclid_1044,2025-01-22,meta_ret,Retargeting - Cart,meta
fbclid_1045,2025-01-22,meta_ret,Retargeting - Cart,meta
gclid_1046,2025-01-22,goog_search,Search - Brand,google
gclid_1047,2025-01-22,goog_search,Search - Brand,google
gclid_1048,2025-01-22,goog_search,Search - Brand,google
gclid_1049,2025-01-22,goog_search,Search - Brand,google
gclid_1050,2025-01-22,goog_search,Search - Brand,google
gclid_1051,2025-01-22,goog_search,Search - Brand,google
gclid_1052,2025-01-22,goog_search,Search - Brand,google
gclid_1053,2025-01-22,goog_pmax,Performance Max,google
gclid_1054,2025-01-22,goog_pmax,Performance Max,google
gclid_1055,2025-01-22,goog_pmax,Performance Max,google
gclid_1056,2025-01-22,goog_pmax,Performance Max,google
gclid_1057,2025-01-22,goog_pmax,Performance Max,google
gclid_1058,2025-01-22,goog_pmax,Performance Max,google
gclid_1059,2025-01-22,goog_pmax,Performance Max,google
gclid_1060,2025-01-22,goog_pmax,Performance Max,google
bing__1061,2025-01-22,bing_search,Bing Search - Brand,bing
bing__1062,2025-01-22,bing_search,Bing Search - Brand,bing
bing__1063,2025-01-22,bing_shop,Bing Shopping,bing
bing__1064,2025-01-22,bing_shop,Bing Shopping,bing
pin__1065,2025-01-22,pin_aware,Pinterest Awareness,pinterest
pin__1066,2025-01-22,pin_aware,Pinterest Awareness,pinterest
pin__1067,2025-01-22,pin_conv,Pinterest Conversions,pinterest
pin__1068,2025-01-22,pin_conv,Pinterest Conversions,pinterest
pin__1069,2025-01-22,pin_conv,Pinterest Conversions,pinterest
pin__1070,2025-01-22,pin_conv,Pinterest Conversions,pinterest
pin__1071,2025-01-22,pin_conv,Pinterest Conversions,pinterest
pin__1072,2025-01-22,pin_conv,Pinterest Conversions,pinterest
pin__1073,2025-01-22,pin_conv,Pinterest Conversions,pinterest
fbclid_1074,2025-01-23,meta_br,Brand Awareness,meta
fbclid_1075,2025-01-23,meta_br,Brand Awareness,meta
fbclid_1076,2025-01-23,meta_br,Brand Awareness,meta
fbclid_1077,2025-01-23,meta_br,Brand Awareness,meta
fbclid_1078,2025-01-23,meta_br,Brand Awareness,meta
fbclid_1079,2025-01-23,meta_br,Brand Awareness,meta
fbclid_1080,2025-01-23,meta_br,Brand Awareness,meta
fbclid_1081,2025-01-23,meta_br,Brand Awareness,meta
fbclid_1082,2025-01-23,meta_conv,Conversion - Purchase,meta
fbclid_1083,2025-01-23,meta_conv,Conversion - Purchase,meta
fbclid_1084,2025-01-23,meta_conv,Conversion - Purchase,meta
fbclid_1085,2025-01-23,meta_conv,Conversion - Purchase,meta
fbclid_1086,2025-01-23,meta_conv,Conversion - Purchase,meta
fbclid_1087,2025-01-23,meta_conv,Conversion - Purchase,meta
fbclid_1088,2025-01-23,meta_conv,Conversion - Purchase,meta
fbclid_1089,2025-01-23,meta_conv,Conversion - Purchase,meta
fbclid_1090,2025-01-23,meta_ret,Retargeting - Cart,meta
fbclid_1091,2025-01-23,meta_ret,Retargeting - Cart,meta
fbclid_1092,2025-01-23,meta_ret,Retargeting - Cart,meta
fbclid_1093,2025-01-23,meta_ret,Retargeting - Cart,meta
fbclid_1094,2025-01-23,meta_ret,Retargeting - Cart,meta
gclid_1095,2025-01-23,goog_search,Search - Brand,google
gclid_1096,2025-01-23,goog_search,Search - Brand,google
gclid_1097,2025-01-23,goog_pmax,Performance Max,google
gclid_1098,2025-01-23,goog_pmax,Performance Max,google
bing__1099,2025-01-23,bing_search,Bing Search - Brand,bing
bing__1100,2025-01-23,bing_search,Bing Search - Brand,bing
bing__1101,2025-01-23,bing_search,Bing Search - Brand,bing
bing__1102,2025-01-23,bing_search,Bing Search - Brand,bing
bing__1103,2025-01-23,bing_search,Bing Search - Brand,bing
bing__1104,2025-01-23,bing_search,Bing Search - Brand,bing
bing__1105,2025-01-23,bing_search,Bing Search - Brand,bing
bing__1106,2025-01-23,bing_search,Bing Search - Brand,bing
bing__1107,2025-01-23,bing_shop,Bing Shopping,bing
bing__1108,2025-01-23,bing_shop,Bing Shopping,bing
bing__1109,2025-01-23,bing_shop,Bing Shopping,bing
pin__1110,2025-01-23,pin_aware,Pinterest Awareness,pinterest
pin__1111,2025-01-23,pin_aware,Pinterest Awareness,pinterest
pin__1112,2025-01-23,pin_aware,Pinterest Awareness,pinterest
pin__1113,2025-01-23,pin_aware,Pinterest Awareness,pinterest
pin__1114,2025-01-23,pin_aware,Pinterest Awareness,pinterest
pin__1115,2025-01-23,pin_conv,Pinterest Conversions,pinterest
pin__1116,2025-01-23,pin_conv,Pinterest Conversions,pinterest
pin__1117,2025-01-23,pin_conv,Pinterest Conversions,pinterest
pin__1118,2025-01-23,pin_conv,Pinterest Conversions,pinterest
pin__1119,2025-01-23,pin_conv,Pinterest Conversions,pinterest
fbclid_1120,2025-01-24,meta_br,Brand Awareness,meta
fbclid_1121,2025-01-24,meta_br,Brand Awareness,meta
fbclid_1122,2025-01-24,meta_conv,Conversion - Purchase,meta
fbclid_1123,2025-01-24,meta_conv,Conversion - Purchase,meta
fbclid_1124,2025-01-24,meta_conv,Conversion - Purchase,meta
fbclid_1125,2025-01-24,meta_conv,Conversion - Purchase,meta
fbclid_1126,2025-01-24,meta_conv,Conversion - Purchase,meta
fbclid_1127,2025-01-24,meta_ret,Retargeting - Cart,meta
fbclid_1128,2025-01-24,meta_ret,Retargeting - Cart,meta
fbclid_1129,2025-01-24,meta_ret,Retargeting - Cart,meta
gclid_1130,2025-01-24,goog_search,Search - Brand,google
gclid_1131,2025-01-24,goog_search,Search - Brand,google
gclid_1132,2025-01-24,goog_search,Search - Brand,google
gclid_1133,2025-01-24,goog_search,Search - Brand,google
gclid_1134,2025-01-24,goog_search,Search - Brand,google
gclid_1135,2025-01-24,goog_search,Search - Brand,google
gclid_1136,2025-01-24,goog_search,Search - Brand,google
gclid_1137,2025-01-24,goog_pmax,Performance Max,google
gclid_1138,2025-01-24,goog_pmax,Performance Max,google
gclid_1139,2025-01-24,goog_pmax,Performance Max,google
bing__1140,2025-01-24,bing_search,Bing Search - Brand,bing
bing__1141,2025-01-24,bing_search,Bing Search - Brand,bing
bing__1142,2025-01-24,bing_search,Bing Search - Brand,bing
bing__1143,2025-01-24,bing_search,Bing Search - Brand,bing
bing__1144,2025-01-24,bing_search,Bing Search - Brand,bing
bing__1145,2025-01-24,bing_search,Bing Search - Brand,bing
bing__1146,2025-01-24,bing_search,Bing Search - Brand,bing
bing__1147,2025-01-24,bing_shop,Bing Shopping,bing
bing__1148,2025-01-24,bing_shop,Bing Shopping,bing
bing__1149,2025-01-24,bing_shop,Bing Shopping,bing
bing__1150,2025-01-24,bing_shop,Bing Shopping,bing
pin__1151,2025-01-24,pin_aware,Pinterest Awareness,pinterest
pin__1152,2025-01-24,pin_aware,Pinterest Awareness,pinterest
pin__1153,2025-01-24,pin_aware,Pinterest Awareness,pinterest
pin__1154,2025-01-24,pin_conv,Pinterest Conversions,pinterest
pin__1155,2025-01-24,pin_conv,Pinterest Conversions,pinterest
pin__1156,2025-01-24,pin_conv,Pinterest Conversions,pinterest
pin__1157,2025-01-24,pin_conv,Pinterest Conversions,pinterest
pin__1158,2025-01-24,pin_conv,Pinterest Conversions,pinterest
pin__1159,2025-01-24,pin_conv,Pinterest Conversions,pinterest
pin__1160,2025-01-24,pin_conv,Pinterest Conversions,pinterest
pin__1161,2025-01-24,pin_conv,Pinterest Conversions,pinterest
fbclid_1162,2025-01-25,meta_br,Brand Awareness,meta
fbclid_1163,2025-01-25,meta_br,Brand Awareness,meta
fbclid_1164,2025-01-25,meta_br,Brand Awareness,meta
fbclid_1165,2025-01-25,meta_br,Brand Awareness,meta
fbclid_1166,2025-01-25,meta_conv,Conversion - Purchase,meta
fbclid_1167,2025-01-25,meta_conv,Conversion - Purchase,meta
fbclid_1168,2025-01-25,meta_ret,Retargeting - Cart,meta
fbclid_1169,2025-01-25,meta_ret,Retargeting - Cart,meta
fbclid_1170,2025-01-25,meta_ret,Retargeting - Cart,meta
fbclid_1171,2025-01-25,meta_ret,Retargeting - Cart,meta
fbclid_1172,2025-01-25,meta_ret,Retargeting - Cart,meta
fbclid_1173,2025-01-25,meta_ret,Retargeting - Cart,meta
fbclid_1174,2025-01-25,meta_ret,Retargeting - Cart,meta
gclid_1175,2025-01-25,goog_search,Search - Brand,google
gclid_1176,2025-01-25,goog_search,Search - Brand,google
gclid_1177,2025-01-25,goog_search,Search - Brand,google
gclid_1178,2025-01-25,goog_search,Search - Brand,google
gclid_1179,2025-01-25,goog_pmax,Performance Max,google
gclid_1180,2025-01-25,goog_pmax,Performance Max,google
gclid_1181,2025-01-25,goog_pmax,Performance Max,google
gclid_1182,2025-01-25,goog_pmax,Performance Max,google
bing__1183,2025-01-25,bing_search,Bing Search - Brand,bing
bing__1184,2025-01-25,bing_search,Bing Search - Brand,bing
bing__1185,2025-01-25,bing_shop,Bing Shopping,bing
bing__1186,2025-01-25,bing_shop,Bing Shopping,bing
bing__1187,2025-01-25,bing_shop,Bing Shopping,bing
bing__1188,2025-01-25,bing_shop,Bing Shopping,bing
pin__1189,2025-01-25,pin_aware,Pinterest Awareness,pinterest
pin__1190,2025-01-25,pin_aware,Pinterest Awareness,pinterest
pin__1191,2025-01-25,pin_aware,Pinterest Awareness,pinterest
pin__1192,2025-01-25,pin_aware,Pinterest Awareness,pinterest
pin__1193,2025-01-25,pin_aware,Pinterest Awareness,pinterest
pin__1194,2025-01-25,pin_aware,Pinterest Awareness,pinterest
pin__1195,2025-01-25,pin_aware,Pinterest Awareness,pinterest
pin__1196,2025-01-25,pin_conv,Pinterest Conversions,pinterest
pin__1197,2025-01-25,pin_conv,Pinterest Conversions,pinterest
pin__1198,2025-01-25,pin_conv,Pinterest Conversions,pinterest
pin__1199,2025-01-25,pin_conv,Pinterest Conversions,pinterest
pin__1200,2025-01-25,pin_conv,Pinterest Conversions,pinterest
pin__1201,2025-01-25,pin_conv,Pinterest Conversions,pinterest
pin__1202,2025-01-25,pin_conv,Pinterest Conversions,pinterest
fbclid_1203,2025-01-26,meta_br,Brand Awareness,meta
fbclid_1204,2025-01-26,meta_br,Brand Awareness,meta
fbclid_1205,2025-01-26,meta_br,Brand Awareness,meta
fbclid_1206,2025-01-26,meta_conv,Conversion - Purchase,meta
fbclid_1207,2025-01-26,meta_conv,Conversion - Purchase,meta
fbclid_1208,2025-01-26,meta_ret,Retargeting - Cart,meta
fbclid_1209,2025-01-26,meta_ret,Retargeting - Cart,meta
fbclid_1210,2025-01-26,meta_ret,Retargeting - Cart,meta
fbclid_1211,2025-01-26,meta_ret,Retargeting - Cart,meta
fbclid_1212,2025-01-26,meta_ret,Retargeting - Cart,meta
gclid_1213,2025-01-26,goog_search,Search - Brand,google
gclid_1214,2025-01-26,goog_search,Search - Brand,google
gclid_1215,2025-01-26,goog_search,Search - Brand,google
gclid_1216,2025-01-26,goog_search,Search - Brand,google
gclid_1217,2025-01-26,goog_search,Search - Brand,google
gclid_1218,2025-01-26,goog_search,Search - Brand,google
gclid_1219,2025-01-26,goog_search,Search - Brand,google
gclid_1220,2025-01-26,goog_pmax,Performance Max,google
gclid_1221,2025-01-26,goog_pmax,Performance Max,google
gclid_1222,2025-01-26,goog_pmax,Performance Max,google
gclid_1223,2025-01-26,goog_pmax,Performance Max,google
bing__1224,2025-01-26,bing_search,Bing Search - Brand,bing
bing__1225,2025-01-26,bing_search,Bing Search - Brand,bing
bing__1226,2025-01-26,bing_search,Bing Search - Brand,bing
bing__1227,2025-01-26,bing_search,Bing Search - Brand,bing
bing__1228,2025-01-26,bing_search,Bing Search - Brand,bing
bing__1229,2025-01-26,bing_search,Bing Search - Brand,bing
bing__1230,2025-01-26,bing_search,Bing Search - Brand,bing
bing__1231,2025-01-26,bing_shop,Bing Shopping,bing
bing__1232,2025-01-26,bing_shop,Bing Shopping,bing
bing__1233,2025-01-26,bing_shop,Bing Shopping,bing
bing__1234,2025-01-26,bing_shop,Bing Shopping,bing
bing__1235,2025-01-26,bing_shop,Bing Shopping,bing
bing__1236,2025-01-26,bing_shop,Bing Shopping,bing
bing__1237,2025-01-26,bing_shop,Bing Shopping,bing
pin__1238,2025-01-26,pin_aware,Pinterest Awareness,pinterest
pin__1239,2025-01-26,pin_aware,Pinterest Awareness,pinterest
pin__1240,2025-01-26,pin_aware,Pinterest Awareness,pinterest
pin__1241,2025-01-26,pin_aware,Pinterest Awareness,pinterest
pin__1242,2025-01-26,pin_aware,Pinterest Awareness,pinterest
pin__1243,2025-01-26,pin_aware,Pinterest Awareness,pinterest
pin__1244,2025-01-26,pin_aware,Pinterest Awareness,pinterest
pin__1245,2025-01-26,pin_aware,Pinterest Awareness,pinterest
pin__1246,2025-01-26,pin_conv,Pinterest Conversions,pinterest
pin__1247,2025-01-26,pin_conv,Pinterest Conversions,pinterest
pin__1248,2025-01-26,pin_conv,Pinterest Conversions,pinterest
fbclid_1249,2025-01-27,meta_br,Brand Awareness,meta
fbclid_1250,2025-01-27,meta_br,Brand Awareness,meta
fbclid_1251,2025-01-27,meta_br,Brand Awareness,meta
fbclid_1252,2025-01-27,meta_br,Brand Awareness,meta
fbclid_1253,2025-01-27,meta_br,Brand Awareness,meta
fbclid_1254,2025-01-27,meta_conv,Conversion - Purchase,meta
fbclid_1255,2025-01-27,meta_conv,Conversion - Purchase,meta
fbclid_1256,2025-01-27,meta_conv,Conversion - Purchase,meta
fbclid_1257,2025-01-27,meta_conv,Conversion - Purchase,meta
fbclid_1258,2025-01-27,meta_conv,Conversion - Purchase,meta
fbclid_1259,2025-01-27,meta_conv,Conversion - Purchase,meta
fbclid_1260,2025-01-27,meta_conv,Conversion - Purchase,meta
fbclid_1261,2025-01-27,meta_ret,Retargeting - Cart,meta
fbclid_1262,2025-01-27,meta_ret,Retargeting - Cart,meta
gclid_1263,2025-01-27,goog_search,Search - Brand,google
gclid_1264,2025-01-27,goog_search,Search - Brand,google
gclid_1265,2025-01-27,goog_search,Search - Brand,google
gclid_1266,2025-01-27,goog_search,Search - Brand,google
gclid_1267,2025-01-27,goog_search,Search - Brand,google
gclid_1268,2025-01-27,goog_search,Search - Brand,google
gclid_1269,2025-01-27,goog_search,Search - Brand,google
gclid_1270,2025-01-27,goog_pmax,Performance Max,google
gclid_1271,2025-01-27,goog_pmax,Performance Max,google
bing__1272,2025-01-27,bing_search,Bing Search - Brand,bing
bing__1273,2025-01-27,bing_search,Bing Search - Brand,bing
bing__1274,2025-01-27,bing_shop,Bing Shopping,bing
bing__1275,2025-01-27,bing_shop,Bing Shopping,bing
bing__1276,2025-01-27,bing_shop,Bing Shopping,bing
pin__1277,2025-01-27,pin_aware,Pinterest Awareness,pinterest
pin__1278,2025-01-27,pin_aware,Pinterest Awareness,pinterest
pin__1279,2025-01-27,pin_aware,Pinterest Awareness,pinterest
pin__1280,2025-01-27,pin_aware,Pinterest Awareness,pinterest
pin__1281,2025-01-27,pin_aware,Pinterest Awareness,pinterest
pin__1282,2025-01-27,pin_conv,Pinterest Conversions,pinterest
pin__1283,2025-01-27,pin_conv,Pinterest Conversions,pinterest
fbclid_1284,2025-01-28,meta_br,Brand Awareness,meta
fbclid_1285,2025-01-28,meta_br,Brand Awareness,meta
fbclid_1286,2025-01-28,meta_br,Brand Awareness,meta
fbclid_1287,2025-01-28,meta_conv,Conversion - Purchase,meta
fbclid_1288,2025-01-28,meta_conv,Conversion - Purchase,meta
fbclid_1289,2025-01-28,meta_conv,Conversion - Purchase,meta
fbclid_1290,2025-01-28,meta_conv,Conversion - Purchase,meta
fbclid_1291,2025-01-28,meta_conv,Conversion - Purchase,meta
fbclid_1292,2025-01-28,meta_conv,Conversion - Purchase,meta
fbclid_1293,2025-01-28,meta_ret,Retargeting - Cart,meta
fbclid_1294,2025-01-28,meta_ret,Retargeting - Cart,meta
fbclid_1295,2025-01-28,meta_ret,Retargeting - Cart,meta
gclid_1296,2025-01-28,goog_search,Search - Brand,google
gclid_1297,2025-01-28,goog_search,Search - Brand,google
gclid_1298,2025-01-28,goog_search,Search - Brand,google
gclid_1299,2025-01-28,goog_search,Search - Brand,google
gclid_1300,2025-01-28,goog_search,Search - Brand,google
gclid_1301,2025-01-28,goog_search,Search - Brand,google
gclid_1302,2025-01-28,goog_pmax,Performance Max,google
gclid_1303,2025-01-28,goog_pmax,Performance Max,google
gclid_1304,2025-01-28,goog_pmax,Performance Max,google
gclid_1305,2025-01-28,goog_pmax,Performance Max,google
gclid_1306,2025-01-28,goog_pmax,Performance Max,google
gclid_1307,2025-01-28,goog_pmax,Performance Max,google
gclid_1308,2025-01-28,goog_pmax,Performance Max,google
bing__1309,2025-01-28,bing_search,Bing Search - Brand,bing
bing__1310,2025-01-28,bing_search,Bing Search - Brand,bing
bing__1311,2025-01-28,bing_search,Bing Search - Brand,bing
bing__1312,2025-01-28,bing_search,Bing Search - Brand,bing
bing__1313,2025-01-28,bing_search,Bing Search - Brand,bing
bing__1314,2025-01-28,bing_shop,Bing Shopping,bing
bing__1315,2025-01-28,bing_shop,Bing Shopping,bing
pin__1316,2025-01-28,pin_aware,Pinterest Awareness,pinterest
pin__1317,2025-01-28,pin_aware,Pinterest Awareness,pinterest
pin__1318,2025-01-28,pin_conv,Pinterest Conversions,pinterest
pin__1319,2025-01-28,pin_conv,Pinterest Conversions,pinterest
pin__1320,2025-01-28,pin_conv,Pinterest Conversions,pinterest
pin__1321,2025-01-28,pin_conv,Pinterest Conversions,pinterest
pin__1322,2025-01-28,pin_conv,Pinterest Conversions,pinterest
pin__1323,2025-01-28,pin_conv,Pinterest Conversions,pinterest
pin__1324,2025-01-28,pin_conv,Pinterest Conversions,pinterest
fbclid_1325,2025-01-29,meta_br,Brand Awareness,meta
fbclid_1326,2025-01-29,meta_br,Brand Awareness,meta
fbclid_1327,2025-01-29,meta_br,Brand Awareness,meta
fbclid_1328,2025-01-29,meta_br,Brand Awareness,meta
fbclid_1329,2025-01-29,meta_conv,Conversion - Purchase,meta
fbclid_1330,2025-01-29,meta_conv,Conversion - Purchase,meta
fbclid_1331,2025-01-29,meta_conv,Conversion - Purchase,meta
fbclid_1332,2025-01-29,meta_conv,Conversion - Purchase,meta
fbclid_1333,2025-01-29,meta_conv,Conversion - Purchase,meta
fbclid_1334,2025-01-29,meta_conv,Conversion - Purchase,meta
fbclid_1335,2025-01-29,meta_conv,Conversion - Purchase,meta
fbclid_1336,2025-01-29,meta_conv,Conversion - Purchase,meta
fbclid_1337,2025-01-29,meta_ret,Retargeting - Cart,meta
fbclid_1338,2025-01-29,meta_ret,Retargeting - Cart,meta
gclid_1339,2025-01-29,goog_search,Search - Brand,google
gclid_1340,2025-01-29,goog_search,Search - Brand,google
gclid_1341,2025-01-29,goog_search,Search - Brand,google
gclid_1342,2025-01-29,goog_search,Search - Brand,google
gclid_1343,2025-01-29,goog_search,Search - Brand,google
gclid_1344,2025-01-29,goog_search,Search - Brand,google
gclid_1345,2025-01-29,goog_search,Search - Brand,google
gclid_1346,2025-01-29,goog_search,Search - Brand,google
gclid_1347,2025-01-29,goog_pmax,Performance Max,google
gclid_1348,2025-01-29,goog_pmax,Performance Max,google
gclid_1349,2025-01-29,goog_pmax,Performance Max,google
gclid_1350,2025-01-29,goog_pmax,Performance Max,google
gclid_1351,2025-01-29,goog_pmax,Performance Max,google
bing__1352,2025-01-29,bing_search,Bing Search - Brand,bing
bing__1353,2025-01-29,bing_search,Bing Search - Brand,bing
bing__1354,2025-01-29,bing_search,Bing Search - Brand,bing
bing__1355,2025-01-29,bing_search,Bing Search - Brand,bing
bing__1356,2025-01-29,bing_search,Bing Search - Brand,bing
bing__1357,2025-01-29,bing_search,Bing Search - Brand,bing
bing__1358,2025-01-29,bing_search,Bing Search - Brand,bing
bing__1359,2025-01-29,bing_shop,Bing Shopping,bing
bing__1360,2025-01-29,bing_shop,Bing Shopping,bing
bing__1361,2025-01-29,bing_shop,Bing Shopping,bing
pin__1362,2025-01-29,pin_aware,Pinterest Awareness,pinterest
pin__1363,2025-01-29,pin_aware,Pinterest Awareness,pinterest
pin__1364,2025-01-29,pin_aware,Pinterest Awareness,pinterest
pin__1365,2025-01-29,pin_aware,Pinterest Awareness,pinterest
pin__1366,2025-01-29,pin_aware,Pinterest Awareness,pinterest
pin__1367,2025-01-29,pin_conv,Pinterest Conversions,pinterest
pin__1368,2025-01-29,pin_conv,Pinterest Conversions,pinterest
fbclid_1369,2025-01-30,meta_br,Brand Awareness,meta
fbclid_1370,2025-01-30,meta_br,Brand Awareness,meta
fbclid_1371,2025-01-30,meta_br,Brand Awareness,meta
fbclid_1372,2025-01-30,meta_conv,Conversion - Purchase,meta
fbclid_1373,2025-01-30,meta_conv,Conversion - Purchase,meta
fbclid_1374,2025-01-30,meta_conv,Conversion - Purchase,meta
fbclid_1375,2025-01-30,meta_conv,Conversion - Purchase,meta
fbclid_1376,2025-01-30,meta_conv,Conversion - Purchase,meta
fbclid_1377,2025-01-30,meta_ret,Retargeting - Cart,meta
fbclid_1378,2025-01-30,meta_ret,Retargeting - Cart,meta
gclid_1379,2025-01-30,goog_search,Search - Brand,google
gclid_1380,2025-01-30,goog_search,Search - Brand,google
gclid_1381,2025-01-30,goog_search,Search - Brand,google
gclid_1382,2025-01-30,goog_search,Search - Brand,google
gclid_1383,2025-01-30,goog_search,Search - Brand,google
gclid_1384,2025-01-30,goog_search,Search - Brand,google
gclid_1385,2025-01-30,goog_search,Search - Brand,google
gclid_1386,2025-01-30,goog_pmax,Performance Max,google
gclid_1387,2025-01-30,goog_pmax,Performance Max,google
gclid_1388,2025-01-30,goog_pmax,Performance Max,google
gclid_1389,2025-01-30,goog_pmax,Performance Max,google
gclid_1390,2025-01-30,goog_pmax,Performance Max,google
gclid_1391,2025-01-30,goog_pmax,Performance Max,google
gclid_1392,2025-01-30,goog_pmax,Performance Max,google
gclid_1393,2025-01-30,goog_pmax,Performance Max,google
bing__1394,2025-01-30,bing_search,Bing Search - Brand,bing
bing__1395,2025-01-30,bing_search,Bing Search - Brand,bing
bing__1396,2025-01-30,bing_shop,Bing Shopping,bing
bing__1397,2025-01-30,bing_shop,Bing Shopping,bing
pin__1398,2025-01-30,pin_aware,Pinterest Awareness,pinterest
pin__1399,2025-01-30,pin_aware,Pinterest Awareness,pinterest
pin__1400,2025-01-30,pin_aware,Pinterest Awareness,pinterest
pin__1401,2025-01-30,pin_aware,Pinterest Awareness,pinterest
pin__1402,2025-01-30,pin_conv,Pinterest Conversions,pinterest
pin__1403,2025-01-30,pin_conv,Pinterest Conversions,pinterest
pin__1404,2025-01-30,pin_conv,Pinterest Conversions,pinterest
pin__1405,2025-01-30,pin_conv,Pinterest Conversions,pinterest
fbclid_1406,2025-01-31,meta_br,Brand Awareness,meta
fbclid_1407,2025-01-31,meta_br,Brand Awareness,meta
fbclid_1408,2025-01-31,meta_br,Brand Awareness,meta
fbclid_1409,2025-01-31,meta_br,Brand Awareness,meta
fbclid_1410,2025-01-31,meta_conv,Conversion - Purchase,meta
fbclid_1411,2025-01-31,meta_conv,Conversion - Purchase,meta
fbclid_1412,2025-01-31,meta_conv,Conversion - Purchase,meta
fbclid_1413,2025-01-31,meta_ret,Retargeting - Cart,meta
fbclid_1414,2025-01-31,meta_ret,Retargeting - Cart,meta
fbclid_1415,2025-01-31,meta_ret,Retargeting - Cart,meta
fbclid_1416,2025-01-31,meta_ret,Retargeting - Cart,meta
fbclid_1417,2025-01-31,meta_ret,Retargeting - Cart,meta
gclid_1418,2025-01-31,goog_search,Search - Brand,google
gclid_1419,2025-01-31,goog_search,Search - Brand,google
gclid_1420,2025-01-31,goog_search,Search - Brand,google
gclid_1421,2025-01-31,goog_search,Search - Brand,google
gclid_1422,2025-01-31,goog_search,Search - Brand,google
gclid_1423,2025-01-31,goog_search,Search - Brand,google
gclid_1424,2025-01-31,goog_search,Search - Brand,google
gclid_1425,2025-01-31,goog_search,Search - Brand,google
gclid_1426,2025-01-31,goog_pmax,Performance Max,google
gclid_1427,2025-01-31,goog_pmax,Performance Max,google
gclid_1428,2025-01-31,goog_pmax,Performance Max,google
gclid_1429,2025-01-31,goog_pmax,Performance Max,google
gclid_1430,2025-01-31,goog_pmax,Performance Max,google
gclid_1431,2025-01-31,goog_pmax,Performance Max,google
gclid_1432,2025-01-31,goog_pmax,Performance Max,google
gclid_1433,2025-01-31,goog_pmax,Performance Max,google
bing__1434,2025-01-31,bing_search,Bing Search - Brand,bing
bing__1435,2025-01-31,bing_search,Bing Search - Brand,bing
bing__1436,2025-01-31,bing_search,Bing Search - Brand,bing
bing__1437,2025-01-31,bing_search,Bing Search - Brand,bing
bing__1438,2025-01-31,bing_search,Bing Search - Brand,bing
bing__1439,2025-01-31,bing_search,Bing Search - Brand,bing
bing__1440,2025-01-31,bing_search,Bing Search - Brand,bing
bing__1441,2025-01-31,bing_search,Bing Search - Brand,bing
bing__1442,2025-01-31,bing_shop,Bing Shopping,bing
bing__1443,2025-01-31,bing_shop,Bing Shopping,bing
bing__1444,2025-01-31,bing_shop,Bing Shopping,bing
bing__1445,2025-01-31,bing_shop,Bing Shopping,bing
bing__1446,2025-01-31,bing_shop,Bing Shopping,bing
bing__1447,2025-01-31,bing_shop,Bing Shopping,bing
bing__1448,2025-01-31,bing_shop,Bing Shopping,bing
bing__1449,2025-01-31,bing_shop,Bing Shopping,bing
pin__1450,2025-01-31,pin_aware,Pinterest Awareness,pinterest
pin__1451,2025-01-31,pin_aware,Pinterest Awareness,pinterest
pin__1452,2025-01-31,pin_aware,Pinterest Awareness,pinterest
pin__1453,2025-01-31,pin_conv,Pinterest Conversions,pinterest
pin__1454,2025-01-31,pin_conv,Pinterest Conversions,pinterest
pin__1455,2025-01-31,pin_conv,Pinterest Conversions,pinterest
pin__1456,2025-01-31,pin_conv,Pinterest Conversions,pinterest
pin__1457,2025-01-31,pin_conv,Pinterest Conversions,pinterest
